지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2013,대구광역시,대구광역시,고혈압의료이용률,1931052,346573,17.95
2013,인천광역시,인천광역시,고혈압의료이용률,2209453,409991,18.56
2013,광주광역시,광주광역시,고혈압의료이용률,1086467,177279,16.32
2013,대전광역시,대전광역시,고혈압의료이용률,1139485,202060,17.73
2013,울산광역시,울산광역시,고혈압의료이용률,885516,141170,15.94
2013,세종특별자치시,세종특별자치시,고혈압의료이용률,86367,19300,22.35
2013,경기도,경기도,고혈압의료이용률,9235257,1641327,17.77
2013,강원도,강원도,고혈압의료이용률,1122543,278492,24.81
2013,충청북도,충청북도,고혈압의료이용률,1195870,249385,20.85
2013,충청남도,충청남도,고혈압의료이용률,1555172,346715,22.29
2013,전라북도,전라북도,고혈압의료이용률,1423898,326081,22.9
2013,전라남도,전라남도,고혈압의료이용률,1473496,346698,23.53
2013,경상북도,경상북도,고혈압의료이용률,2117595,448981,21.2
2013,경상남도,경상남도,고혈압의료이용률,2541074,467657,18.4
2013,제주특별자치도,제주특별자치도,고혈압의료이용률,421852,82599,19.58
2014,서울특별시,서울특별시,고혈압의료이용률,8237996,1497388,18.18
2014,부산광역시,부산광역시,고혈압의료이용률,2854012,563832,19.76
2014,대구광역시,대구광역시,고혈압의료이용률,1951828,354803,18.18
2014,인천광역시,인천광역시,고혈압의료이용률,2266251,425677,18.78
2014,광주광역시,광주광역시,고혈압의료이용률,1111139,183244,16.49
2014,대전광역시,대전광역시,고혈압의료이용률,1166750,210382,18.03
2014,울산광역시,울산광역시,고혈압의료이용률,903440,145687,16.13
2014,세종특별자치시,세종특별자치시,고혈압의료이용률,94934,20638,21.74
2014,경기도,경기도,고혈압의료이용률,9509221,1708427,17.97
2014,강원도,강원도,고혈압의료이용률,1180242,298604,25.3
2014,충청북도,충청북도,고혈압의료이용률,1237369,261464,21.13
2014,충청남도,충청남도,고혈압의료이용률,1620456,364889,22.52
2014,전라북도,전라북도,고혈압의료이용률,1472068,343514,23.34
2014,전라남도,전라남도,고혈압의료이용률,1518368,363505,23.94
2014,경상북도,경상북도,고혈압의료이용률,2172587,469772,21.62
2014,경상남도,경상남도,고혈압의료이용률,2606002,486695,18.68
2014,제주특별자치도,제주특별자치도,고혈압의료이용률,454295,90379,19.89
2015,서울특별시,서울특별시,고혈압의료이용률,8294856,1527334,18.41
2015,부산광역시,부산광역시,고혈압의료이용률,2870221,577480,20.12
2015,대구광역시,대구광역시,고혈압의료이용률,1966540,363235,18.47
2015,인천광역시,인천광역시,고혈압의료이용률,2305988,441325,19.14
2015,광주광역시,광주광역시,고혈압의료이용률,1125268,189091,16.8
2015,대전광역시,대전광역시,고혈압의료이용률,1179196,215934,18.31
2015,울산광역시,울산광역시,고혈압의료이용률,922461,151874,16.46
2015,세종특별자치시,세종특별자치시,고혈압의료이용률,118610,23401,19.73
2015,경기도,경기도,고혈압의료이용률,9718952,1773178,18.24
2015,강원도,강원도,고혈압의료이용률,1189660,306735,25.78
2015,충청북도,충청북도,고혈압의료이용률,1255176,270305,21.54
2015,충청남도,충청남도,고혈압의료이용률,1646217,374610,22.76
2015,전라북도,전라북도,고혈압의료이용률,1483003,351641,23.71
2015,전라남도,전라남도,고혈압의료이용률,1530356,372414,24.34
2015,경상북도,경상북도,고혈압의료이용률,2191075,483370,22.06
2015,경상남도,경상남도,고혈압의료이용률,2645492,504170,19.06
2015,제주특별자치도,제주특별자치도,고혈압의료이용률,469368,94312,20.09
2016,서울특별시,서울특별시,고혈압의료이용률,8298444,1574959,18.98
2016,부산광역시,부산광역시,고혈압의료이용률,2883939,597216,20.71
2016,대구광역시,대구광역시,고혈압의료이용률,1979413,377515,19.07
2016,인천광역시,인천광역시,고혈압의료이용률,2345634,465761,19.86
2016,광주광역시,광주광역시,고혈압의료이용률,1134347,196938,17.36
2016,대전광역시,대전광역시,고혈압의료이용률,1182157,224374,18.98
2016,울산광역시,울산광역시,고혈압의료이용률,936822,160341,17.12
2016,세종특별자치시,세종특별자치시,고혈압의료이용률,156047,28463,18.24
2016,경기도,경기도,고혈압의료이용률,9954154,1878503,18.87
2016,강원도,강원도,고혈압의료이용률,1203260,319476,26.55
2016,충청북도,충청북도,고혈압의료이용률,1273002,283442,22.27
2016,충청남도,충청남도,고혈압의료이용률,1672363,391272,23.4
2016,전라북도,전라북도,고혈압의료이용률,1495476,364839,24.4
2016,전라남도,전라남도,고혈압의료이용률,1545502,385348,24.93
2016,경상북도,경상북도,고혈압의료이용률,2207685,502415,22.76
2016,경상남도,경상남도,고혈압의료이용률,2681649,526975,19.65
2016,제주특별자치도,제주특별자치도,고혈압의료이용률,488109,100243,20.54
2017,서울특별시,서울특별시,고혈압의료이용률,8283779,1615696,19.5
2017,부산광역시,부산광역시,고혈압의료이용률,2886753,615335,21.32
2017,대구광역시,대구광역시,고혈압의료이용률,1993512,392577,19.69
2017,인천광역시,인천광역시,고혈압의료이용률,2383220,488841,20.51
2017,광주광역시,광주광역시,고혈압의료이용률,1144280,204630,17.88
2017,대전광역시,대전광역시,고혈압의료이용률,1189783,233065,19.59
2017,울산광역시,울산광역시,고혈압의료이용률,941494,168108,17.86
2017,세종특별자치시,세종특별자치시,고혈압의료이용률,179117,32218,17.99
2017,경기도,경기도,고혈압의료이용률,10206985,1985409,19.45
2017,강원도,강원도,고혈압의료이용률,1215997,330777,27.2
2017,충청북도,충청북도,고혈압의료이용률,1291848,296884,22.98
2017,충청남도,충청남도,고혈압의료이용률,1701407,408726,24.02
2017,전라북도,전라북도,고혈압의료이용률,1502937,377740,25.13
2017,전라남도,전라남도,고혈압의료이용률,1551614,394431,25.42
2017,경상북도,경상북도,고혈압의료이용률,2219652,521138,23.48
2017,경상남도,경상남도,고혈압의료이용률,2707955,550677,20.34
2017,제주특별자치도,제주특별자치도,고혈압의료이용률,507181,106223,20.94
2018,서울특별시,서울특별시,고혈압의료이용률,8291666,1669494,20.13
2018,부산광역시,부산광역시,고혈압의료이용률,2880023,638322,22.16
2018,대구광역시,대구광역시,고혈압의료이용률,2001694,413295,20.65
2018,인천광역시,인천광역시,고혈압의료이용률,2411004,516310,21.41
2018,광주광역시,광주광역시,고혈압의료이용률,1151857,213888,18.57
2018,대전광역시,대전광역시,고혈압의료이용률,1192982,242851,20.36
2018,울산광역시,울산광역시,고혈압의료이용률,942000,176152,18.7
2018,세종특별자치시,세종특별자치시,고혈압의료이용률,205572,37030,18.01
2018,경기도,경기도,고혈압의료이용률,10437526,2107279,20.19
2018,강원도,강원도,고혈압의료이용률,1227517,344890,28.1
2018,충청북도,충청북도,고혈압의료이용률,1306072,311780,23.87
2018,충청남도,충청남도,고혈압의료이용률,1733118,429624,24.79
2018,전라북도,전라북도,고혈압의료이용률,1508322,393075,26.06
2018,전라남도,전라남도,고혈압의료이용률,1558474,408528,26.21
2018,경상북도,경상북도,고혈압의료이용률,2227347,545720,24.5
2018,경상남도,경상남도,고혈압의료이용률,2728417,578098,21.19
2018,제주특별자치도,제주특별자치도,고혈압의료이용률,525041,111813,21.3
2019,서울특별시,서울특별시,고혈압의료이용률,8311736,1716966,20.66
2019,부산광역시,부산광역시,고혈압의료이용률,2869768,667075,23.24
2019,대구광역시,대구광역시,고혈압의료이용률,2007214,431395,21.49
2019,인천광역시,인천광역시,고혈압의료이용률,2446360,543669,22.22
2019,광주광역시,광주광역시,고혈압의료이용률,1162200,225602,19.41
2019,대전광역시,대전광역시,고혈압의료이용률,1194880,254629,21.31
2019,울산광역시,울산광역시,고혈압의료이용률,942298,184928,19.63
2019,세종특별자치시,세종특별자치시,고혈압의료이용률,230579,41737,18.1
2019,경기도,경기도,고혈압의료이용률,10764036,2242376,20.83
2019,강원도,강원도,고혈압의료이용률,1235426,358498,29.02
2019,충청북도,충청북도,고혈압의료이용률,1326507,328032,24.73
2019,충청남도,충청남도,고혈압의료이용률,1766166,451901,25.59
2019,전라북도,전라북도,고혈압의료이용률,1509251,411415,27.26
2019,전라남도,전라남도,고혈압의료이용률,1564333,426488,27.26
2019,경상북도,경상북도,고혈압의료이용률,2234679,569759,25.5
2019,경상남도,경상남도,고혈압의료이용률,2750645,609657,22.16
2019,제주특별자치도,제주특별자치도,고혈압의료이용률,540878,119116,22.02
2002,서울특별시,종로구,고혈압의료이용률,269062,20720,7.7
2002,서울특별시,중구,고혈압의료이용률,441823,30202,6.84
2002,서울특별시,용산구,고혈압의료이용률,226727,20411,9
2002,서울특별시,성동구,고혈압의료이용률,274958,22184,8.07
2002,서울특별시,광진구,고혈압의료이용률,274056,21521,7.85
2002,서울특별시,동대문구,고혈압의료이용률,297045,23400,7.88
2002,서울특별시,중랑구,고혈압의료이용률,305099,22223,7.28
2002,서울특별시,성북구,고혈압의료이용률,318381,28224,8.86
2002,서울특별시,강북구,고혈압의료이용률,251071,21444,8.54
2002,서울특별시,도봉구,고혈압의료이용률,243494,21055,8.65
2002,서울특별시,노원구,고혈압의료이용률,408458,34432,8.43
2002,서울특별시,은평구,고혈압의료이용률,233234,18706,8.02
2002,서울특별시,서대문구,고혈압의료이용률,272722,24693,9.05
2002,서울특별시,마포구,고혈압의료이용률,333020,27692,8.32
2002,서울특별시,양천구,고혈압의료이용률,320566,24743,7.72
2002,서울특별시,강서구,고혈압의료이용률,380666,28535,7.5
2002,서울특별시,구로구,고혈압의료이용률,303608,22754,7.49
2002,서울특별시,금천구,고혈압의료이용률,205929,12996,6.31
2002,서울특별시,영등포구,고혈압의료이용률,480716,35659,7.42
2002,서울특별시,동작구,고혈압의료이용률,280513,23387,8.34
2002,서울특별시,관악구,고혈압의료이용률,362997,26927,7.42
2002,서울특별시,서초구,고혈압의료이용률,479336,35117,7.33
2002,서울특별시,강남구,고혈압의료이용률,719411,50736,7.05
2002,서울특별시,송파구,고혈압의료이용률,485777,36947,7.61
2002,서울특별시,강동구,고혈압의료이용률,321367,23350,7.27
2002,부산광역시,중구,고혈압의료이용률,63023,5502,8.73
2002,부산광역시,서구,고혈압의료이용률,119502,10721,8.97
2002,부산광역시,동구,고혈압의료이용률,106021,8732,8.24
2002,부산광역시,영도구,고혈압의료이용률,139051,11270,8.1
2002,부산광역시,부산진구,고혈압의료이용률,238924,17943,7.51
2002,부산광역시,동래구,고혈압의료이용률,205780,15113,7.34
2002,부산광역시,남구,고혈압의료이용률,220852,17383,7.87
2002,부산광역시,북구,고혈압의료이용률,182829,11607,6.35
2002,부산광역시,해운대구,고혈압의료이용률,272145,20433,7.51
2002,부산광역시,사하구,고혈압의료이용률,276334,20844,7.54
2002,부산광역시,금정구,고혈압의료이용률,202614,14825,7.32
2002,부산광역시,강서구,고혈압의료이용률,57551,4418,7.68
2002,부산광역시,연제구,고혈압의료이용률,171807,13000,7.57
2002,부산광역시,수영구,고혈압의료이용률,131624,11356,8.63
2002,부산광역시,사상구,고혈압의료이용률,240629,14334,5.96
2002,부산광역시,기장군,고혈압의료이용률,58445,4910,8.4
2002,대구광역시,중구,고혈압의료이용률,83539,7491,8.97
2002,대구광역시,동구,고혈압의료이용률,241313,18600,7.71
2002,대구광역시,서구,고혈압의료이용률,215840,15136,7.01
2002,대구광역시,남구,고혈압의료이용률,139429,10619,7.62
2002,대구광역시,북구,고혈압의료이용률,258031,17743,6.88
2002,대구광역시,수성구,고혈압의료이용률,308755,22907,7.42
2002,대구광역시,달서구,고혈압의료이용률,383022,24351,6.36
2002,대구광역시,달성군,고혈압의료이용률,113298,7379,6.51
2002,인천광역시,중구,고혈압의료이용률,70672,6444,9.12
2002,인천광역시,동구,고혈압의료이용률,62478,6585,10.54
2002,인천광역시,남구,고혈압의료이용률,299764,27039,9.02
2002,인천광역시,연수구,고혈압의료이용률,142038,10646,7.5
2002,인천광역시,남동구,고혈압의료이용률,302483,21913,7.24
2002,인천광역시,부평구,고혈압의료이용률,370503,29117,7.86
2002,인천광역시,계양구,고혈압의료이용률,199826,13486,6.75
2002,인천광역시,서구,고혈압의료이용률,236863,16852,7.11
2002,인천광역시,강화군,고혈압의료이용률,53262,4864,9.13
2002,인천광역시,옹진군,고혈압의료이용률,10403,820,7.88
2002,광주광역시,동구,고혈압의료이용률,94297,8536,9.05
2002,광주광역시,서구,고혈압의료이용률,169480,12216,7.21
2002,광주광역시,남구,고혈압의료이용률,159472,12741,7.99
2002,광주광역시,북구,고혈압의료이용률,311814,22308,7.15
2002,광주광역시,광산구,고혈압의료이용률,152476,8727,5.72
2002,대전광역시,동구,고혈압의료이용률,177333,15445,8.71
2002,대전광역시,중구,고혈압의료이용률,191321,16360,8.55
2002,대전광역시,서구,고혈압의료이용률,294911,23040,7.81
2002,대전광역시,유성구,고혈압의료이용률,104866,7590,7.24
2002,대전광역시,대덕구,고혈압의료이용률,153217,11006,7.18
2002,울산광역시,중구,고혈압의료이용률,147297,9950,6.76
2002,울산광역시,남구,고혈압의료이용률,236936,15001,6.33
2002,울산광역시,동구,고혈압의료이용률,129701,8685,6.7
2002,울산광역시,북구,고혈압의료이용률,79559,4422,5.56
2002,울산광역시,울주군,고혈압의료이용률,124682,9262,7.43
2002,경기도,수원시장안구,고혈압의료이용률,183560,15549,8.47
2002,경기도,수원시권선구,고혈압의료이용률,171144,13912,8.13
2002,경기도,수원시팔달구,고혈압의료이용률,213825,15158,7.09
2002,경기도,성남시수정구,고혈압의료이용률,175736,13399,7.62
2002,경기도,성남시중원구,고혈압의료이용률,191245,13953,7.3
2002,경기도,성남시분당구,고혈압의료이용률,294203,26879,9.14
2002,경기도,의정부시,고혈압의료이용률,209250,16372,7.82
2002,경기도,안양시만안구,고혈압의료이용률,170715,12494,7.32
2002,경기도,안양시동안구,고혈압의료이용률,211615,16644,7.87
2002,경기도,부천시원미구,고혈압의료이용률,254913,18206,7.14
2002,경기도,부천시소사구,고혈압의료이용률,133366,10577,7.93
2002,경기도,부천시오정구,고혈압의료이용률,129534,9311,7.19
2002,경기도,광명시,고혈압의료이용률,213645,15730,7.36
2002,경기도,평택시,고혈압의료이용률,241920,19508,8.06
2002,경기도,동두천시,고혈압의료이용률,50119,4723,9.42
2002,경기도,안산시,고혈압의료이용률,328662,20057,6.1
2002,경기도,고양시덕양구,고혈압의료이용률,212795,18266,8.58
2002,경기도,고양시일산구,고혈압의료이용률,260182,23343,8.97
2002,경기도,과천시,고혈압의료이용률,51518,3978,7.72
